date,total_trades,total_volume_usd,avg_trade_size,total_pnl,total_fees,win_rate,sentiment
2024-09-06,42,39047.1,929.6928571428571,-1104.856765,13.666476,0.0,fear
2024-09-08,1,0.11,0.11,0.0,0.0,0.0,fear
2024-09-09,2,4014.4300000000003,2007.2150000000001,0.0,34.9079,0.0,fear
2024-09-10,3,2547.28,849.0933333333334,-219.729659,7.2904,0.0,fear
2024-09-11,1,0.54,0.54,0.0,0.0,0.0,fear
2024-09-14,11,1014.8000000000001,92.25454545454546,0.0,30.381330000000002,0.0,neutral
2024-09-18,145,13633.5,94.02413793103449,-878.684794,31.732943,0.0,neutral
2024-09-19,19,1521.8700000000001,80.09842105263158,0.0,28.60766,0.0,neutral
2024-09-20,16,332873.38,20804.58625,9585.03428,109.317031,0.5,neutral
2024-09-21,23,165648.12,7202.092173913044,36165.56933,57.976841,1.0,neutral
2024-09-22,3,19999.739999999998,6666.579999999999,0.0,6.999907,0.0,neutral
2024-09-23,2,40334.29,20167.145,334.760796,14.117002000000001,0.5,neutral
2024-09-24,10,7118.63,711.863,0.0,12.966142,0.0,neutral
2024-09-25,9,52754.130000000005,5861.570000000001,0.0,17.764677,0.0,greed
2024-09-26,8,113711.93000000001,14213.991250000001,439.812513,31.348204,0.25,neutral
2024-09-27,56,126097.04,2251.732857142857,0.0,37.503311,0.0,greed
2024-09-28,4,29199.21,7299.8025,0.0,2.8031200000000003,0.0,greed
2024-09-30,106,214669.85,2025.1872641509435,2710.626288,65.637576,0.04716981132075472,greed
2024-10-01,4,139954.32,34988.58,0.0,48.98401,0.0,neutral
2024-10-02,4,99954.34,24988.585,0.0,34.984016999999994,0.0,fear
2024-10-03,9,132935.69,14770.632222222222,100.375782,46.527491000000005,0.3333333333333333,fear
2024-10-04,1,0.34,0.34,0.0,0.0,0.0,fear
2024-10-05,37,605605.74,16367.722702702702,5767.161892,211.961771,0.6486486486486487,neutral
2024-10-06,22,300130.56,13642.298181818182,130.487079,105.045693,0.22727272727272727,neutral
2024-10-07,21,219984.65,10475.459523809524,0.0,76.994616,0.0,neutral
2024-10-08,36,434584.13,12071.781388888889,5396.546638,152.10422,0.9166666666666666,neutral
2024-10-09,14,220399.93,15742.852142857142,396.06272,77.139967,0.21428571428571427,neutral
2024-10-10,16,300024.33999999997,18751.521249999998,0.0,105.00851,0.0,fear
2024-10-11,26,488904.19,18804.007307692307,8885.327477,171.116194,0.6923076923076923,fear
2024-10-12,10,159713.4,15971.34,541.55471,55.899685,0.7,neutral
2024-10-13,10,60002.42,6000.242,0.0,21.000841,0.0,neutral
2024-10-14,5,61916.020000000004,12383.204000000002,1913.61958,21.670604,1.0,neutral
2024-10-15,7,81173.36,11596.194285714286,1170.2260760000001,28.410673,0.5714285714285714,greed
2024-10-16,11,80229.17,7293.560909090909,219.480876,28.080204000000002,0.2727272727272727,greed
2024-10-17,9,140531.75,15614.638888888889,36.11496,49.186107,0.1111111111111111,greed
2024-10-18,6,120331.43000000001,20055.238333333335,333.219141,42.115998,0.8333333333333334,greed
2024-10-19,4,99996.86,24999.215,0.0,34.998901000000004,0.0,greed
2024-10-20,96,176447.86000000002,1837.9985416666668,389.155797,59.257459,0.11458333333333333,greed
2024-10-21,173,324117.99,1873.5143930635838,2464.915564,109.858043,0.3930635838150289,greed
2024-10-22,3,60000.36,20000.12,0.0,21.000124,0.0,greed
2024-10-23,18,210006.07,11667.003888888888,-46.489941,73.502111,0.0,greed
2024-10-25,30,427883.18,14262.772666666666,13235.862071,143.841914,0.7,greed
2024-10-27,4,90664.41,22666.1025,666.6623079999999,31.73254,0.75,greed
2024-10-28,13,121495.25,9345.788461538461,167.28016200000002,42.27334,0.3076923076923077,greed
2024-10-29,53,613267.8099999999,11571.09075471698,801.170876,214.643714,0.05660377358490566,greed
2024-10-30,25,11830.85,473.23400000000004,9.150023,3.596988,0.28,greed
2024-10-31,48,896173.36,18670.278333333332,1214.043811,312.710928,0.7083333333333334,greed
2024-11-01,23,260981.03,11347.001304347827,1040.475736,90.654875,0.2608695652173913,greed
2024-11-02,2,40000.0,20000.0,0.0,13.999997,0.0,greed
2024-11-03,6,129055.66,21509.27666666667,0.0,40.404152,0.0,greed
2024-11-04,36,451811.97,12550.332499999999,2799.410474,158.13418000000001,0.6388888888888888,greed
2024-11-05,10,200627.23,20062.723,678.4759280000001,70.219524,0.5,greed
2024-11-06,15,123906.9,8260.46,2817.83723,43.36741,0.4666666666666667,greed
2024-11-07,113,111335.3,985.2681415929204,4493.353136,26.17844238,0.5309734513274337,greed
2024-11-08,39,270700.44,6941.036923076923,-64.41354100000007,93.87825699999999,0.15384615384615385,greed
2024-11-09,86,193384.41,2248.655930232558,102.90894,66.18450299999999,0.22093023255813954,greed
2024-11-10,173,413636.7,2390.963583815029,991.114334,142.313546,0.2947976878612717,greed
2024-11-11,373,1570572.42,4210.649919571046,6749.630996,396.91055,0.24664879356568364,greed
2024-11-12,171,1226354.52,7171.663859649123,3494.399394,427.904853,0.19883040935672514,greed
2024-11-13,48,515336.37,10736.174375,7846.402274,179.184068,0.5625,greed
2024-11-14,110,1008361.81,9166.925545454545,4563.509225,335.028802,0.2545454545454545,greed
2024-11-15,149,1427858.42,9582.942416107382,4140.740438,466.427513,0.3691275167785235,greed
2024-11-16,157,303296.07,1931.822101910828,2769.521909,100.171303,0.3057324840764331,greed
2024-11-17,209,1215987.57,5818.122344497608,882.975285,271.111689,0.23444976076555024,greed
2024-11-18,346,2084339.58,6024.102832369942,4470.815187,445.104339,0.3583815028901734,greed
2024-11-19,305,628031.15,2059.118524590164,2958.268991,201.486933,0.4918032786885246,greed
2024-11-20,550,1999514.1199999999,3635.480218181818,4210.0928969999995,644.057369,0.3981818181818182,greed
2024-11-21,535,598300.62,1118.3189158878504,1692.430891,198.628267,0.308411214953271,greed
2024-11-22,679,1646713.62,2425.2041531664213,-18105.345617,436.439059,0.3078055964653903,greed
2024-11-23,363,516245.68,1422.1644077134986,2901.531638,154.621867,0.3526170798898072,greed
2024-11-24,172,664952.28,3866.001627906977,945.550386,202.583126,0.26744186046511625,greed
2024-11-25,255,937410.87,3676.1210588235294,5523.740734,283.779701,0.4117647058823529,greed
2024-11-26,302,1146902.44,3797.6901986754965,1094.809359,311.298478,0.2913907284768212,greed
2024-11-27,213,1444242.53,6780.481361502348,-2654.495633,439.714536,0.3474178403755869,greed
2024-11-28,332,1894225.15,5705.497439759036,-127075.39958499999,315.582009,0.32831325301204817,greed
2024-11-29,393,794262.91,2021.0252162849874,176844.994152,192.45173557,0.48854961832061067,greed
2024-11-30,373,1732193.7,4643.950938337802,37316.69352,552.3753395,0.42091152815013405,greed
2024-12-01,416,814711.82,1958.441875,40886.364494,245.38375138,0.53125,greed
2024-12-02,270,585243.56,2167.568740740741,18489.604313,147.88781359,0.4074074074074074,greed
2024-12-03,374,1084666.53,2900.177887700535,23576.539285,330.57309170999997,0.4304812834224599,greed
2024-12-04,319,769287.65,2411.5600313479626,292891.815021,172.60641765,0.46394984326018807,greed
2024-12-05,456,1256750.79,2756.0324342105264,71574.11848800001,352.76572323,0.4232456140350877,greed
2024-12-06,403,3471019.22,8612.950918114144,-92624.643895,691.99378587,0.23325062034739455,greed
2024-12-07,304,451733.42,1485.965197368421,85906.279067,108.4520379,0.4309210526315789,greed
2024-12-08,420,932939.72,2221.2850476190474,15965.933436,234.17888346,0.3619047619047619,greed
2024-12-09,539,983949.68,1825.5096103896105,6310.967676,174.77343643,0.31910946196660483,greed
2024-12-10,1596,3150424.08,1973.94992481203,39325.770231,453.54068535,0.5870927318295739,greed
2024-12-11,1221,2194098.33,1796.9683292383293,319051.554217,413.50923006,0.7125307125307125,greed
2024-12-12,1932,4557189.87,2358.7939285714288,599151.795008,698.96545151,0.6997929606625258,greed
2024-12-13,1173,2880824.64,2455.9459846547315,31935.901745,453.22737636,0.40153452685422,greed
2024-12-14,1235,2369561.78,1918.6735060728743,167801.399244,232.09144503,0.47368421052631576,greed
2024-12-15,1697,2583269.81,1522.256812021214,97525.315279,231.33057037999998,0.24572775486152032,greed
2024-12-16,1055,2740808.97,2597.9231943127966,166774.344133,402.150056,0.5071090047393365,greed
2024-12-17,1941,5233597.63,2696.3408706852138,219591.305172,746.14038598,0.4363730036063885,greed
2024-12-18,1429,3798887.07,2658.423421973408,13682.994673,691.44797021,0.36599020293911827,greed
2024-12-19,3339,8241709.39,2468.316678646301,62744.004486000005,1056.23317908,0.6148547469302186,greed
2024-12-20,2488,7681274.71,3087.3290635048234,254969.660039,1210.83830578,0.5558681672025724,greed
2024-12-21,1681,4382875.12,2607.302272456871,150022.163157,680.39159713,0.5496728138013087,greed
2024-12-22,774,3087320.22,3988.7858139534887,352197.163973,333.05684453,0.4354005167958656,greed
2024-12-23,2347,6771878.26,2885.333728163613,-29430.626577,1200.89694657,0.2901576480613549,greed
2024-12-24,338,1767036.11,5227.917485207101,14813.780116,386.78244023,0.33727810650887574,greed
2024-12-25,208,347889.35,1672.5449519230767,756.6570469999998,66.51878221999999,0.30288461538461536,greed
2024-12-26,697,2205242.65,3163.9062410329984,60228.639722,523.35899848,0.5136298421807748,greed
2024-12-27,260,347913.0,1338.126923076923,2672.811035,88.5556466,0.4230769230769231,greed
2024-12-28,161,281555.01,1748.7888819875777,940.673623,48.40849263,0.22981366459627328,greed
2024-12-29,201,344628.54,1714.5698507462685,2884.067927,72.1173571,0.31840796019900497,greed
2024-12-30,304,1073865.73,3532.453059210526,9009.738137,284.90632048,0.39473684210526316,greed
2024-12-31,306,877164.62,2866.551045751634,5445.01281,266.51641113,0.3006535947712418,greed
2025-01-01,96,282582.1,2943.5635416666664,-9528.065345,31.60438221,0.3020833333333333,greed
2025-01-02,361,774674.84,2145.9136842105263,8716.519087,176.13969323,0.45706371191135736,greed
2025-01-03,508,771208.99,1518.1279330708662,6028.486793,210.99783681,0.27165354330708663,greed
2025-01-04,371,1826029.6199999999,4921.912722371967,2553.537968,233.711971,0.20215633423180593,greed
2025-01-05,239,451943.57,1890.977280334728,3187.719363,139.34161097,0.41841004184100417,greed
2025-01-06,573,556526.99,971.2512914485166,6064.185393,174.93108825,0.15532286212914484,greed
2025-01-07,637,1313178.1,2061.504081632653,16098.227531,303.38645263,0.7613814756671899,greed
2025-01-08,1039,3177275.18,3058.0126852743024,130117.090554,696.91291038,0.37151106833493747,greed
2025-01-09,522,1020733.25,1955.427681992337,46975.928902,275.51377943,0.2777777777777778,greed
2025-01-10,819,6547449.68,7994.444053724053,-10116.875552,2094.17917505,0.5274725274725275,neutral
2025-01-11,283,1658098.71,5859.006042402827,2269.080536,494.64797735,0.24381625441696114,greed
2025-01-12,602,2258459.17,3751.59330564784,5742.241803,612.0827527,0.7840531561461794,greed
2025-01-13,408,2936648.0100000002,7197.666691176471,9655.429352,863.10012478,0.3872549019607843,greed
2025-01-14,275,876581.97,3187.5708,16069.512355,240.59104948,0.49818181818181817,greed
2025-01-15,267,1801599.8900000001,6747.565131086143,14819.5883,513.60899482,0.4606741573033708,greed
2025-01-16,371,3049692.96,8220.196657681941,20807.709328,890.56916796,0.3423180592991914,greed
2025-01-17,238,1110230.46,4664.8338655462185,7006.415608,351.41464889,0.5294117647058824,greed
2025-01-18,651,2711629.88,4165.330076804916,443.2330819999997,815.9342014599999,0.38095238095238093,greed
2025-01-19,1567,9715215.3,6199.8821314613915,87923.799302,2162.35563971,0.20229738353541799,greed
2025-01-20,1315,8287327.01,6302.149817490495,87277.239173,2207.65981966,0.5224334600760456,greed
2025-01-21,530,1523729.82,2874.961924528302,11077.839421,398.3042653,0.3867924528301887,greed
2025-01-22,832,1778406.43,2137.5077283653845,20524.408057,471.17013976,0.28125,greed
2025-01-23,1218,3697028.66,3035.3273070607556,101256.24216,1088.34986968,0.6609195402298851,greed
2025-01-24,874,1611433.45,1843.7453661327231,10602.779738,338.6436011,0.5583524027459954,greed
2025-01-25,506,1239377.7,2449.363043478261,-10348.016255999999,318.93376206,0.27865612648221344,greed
2025-01-26,451,1201173.66,2663.3562305986693,40823.466668,382.25815423,0.43458980044345896,greed
2025-01-27,773,1508028.31,1950.8775032341528,41331.765392,406.25916743,0.4760672703751617,greed
2025-01-28,498,579412.17,1163.4782530120483,17979.613973,124.71028463,0.6285140562248996,greed
2025-01-29,910,1897513.41,2085.1795714285713,23421.01147,612.52114509,0.4164835164835165,greed
2025-01-30,1067,3014397.17,2825.114498594189,23097.471385,874.65111573,0.3467666354264292,greed
2025-01-31,1016,2783411.48,2739.578228346457,35868.296773,670.93805151,0.5413385826771654,greed
2025-02-01,634,1363746.44,2151.019621451104,32300.205017,285.47738189,0.5962145110410094,greed
2025-02-02,1319,5661092.29,4291.957763457164,162854.759623,1184.12208921,0.35860500379075055,greed
2025-02-03,2380,22592901.37,9492.815701680673,348871.326269,2991.56562406,0.4634453781512605,fear
2025-02-04,2512,15678409.27,6241.404964171974,416876.88812,3853.77856394,0.276671974522293,greed
2025-02-05,1297,8743231.51,6741.1191287586735,56706.235562,1335.74961667,0.3215111796453354,neutral
2025-02-06,1703,2818508.87,1655.0257604227834,33803.799733,709.13035861,0.46095126247798,neutral
2025-02-07,1524,3460263.54,2270.5141338582675,22450.002091,738.0892383400001,0.2821522309711286,fear
2025-02-08,575,839734.97,1460.4086434782607,586.703253,109.97628618,0.19130434782608696,fear
2025-02-09,764,2920919.7,3823.19332460733,150551.829492,427.36182496,0.4306282722513089,neutral
2025-02-10,889,3624958.44,4077.5685489313837,63908.49465,491.3623421,0.4780652418447694,fear
2025-02-11,848,2797544.17,3298.990766509434,-6093.784817,476.43012785,0.21816037735849056,neutral
2025-02-12,1031,4143974.54,4019.3739476236665,19848.635032,1099.15503114,0.4626576139670223,neutral
2025-02-13,1370,3199852.21,2335.6585474452554,27829.534238,823.48748402,0.4678832116788321,neutral
2025-02-14,1655,4007103.42,2421.210525679758,213860.675308,961.57771575,0.42900302114803623,neutral
2025-02-15,932,1712852.95,1837.8250536480687,45042.92701,374.08731802,0.4302575107296137,neutral
2025-02-16,681,806177.64,1183.8144493392072,2369.478425,171.57200528,0.44052863436123346,neutral
2025-02-17,941,2031044.64,2158.3896280552603,1818.573295,253.48675564,0.22422954303931988,neutral
2025-02-18,1676,3371128.68,2011.413293556086,91204.672403,609.53940291,0.5119331742243437,neutral
2025-02-19,1361,3263930.24,2398.185334313005,14985.794701,688.4874495,0.4276267450404115,fear
2025-02-20,2012,4628609.29,2300.5016351888667,46008.794102,1232.46402475,0.47912524850894633,neutral
2025-02-21,1873,3972159.88,2120.747399893219,119693.49395,829.71831377,0.5221569674319274,greed
2025-02-22,686,3175570.2,4629.111078717201,25278.704178,880.16463397,0.4970845481049563,neutral
2025-02-23,520,1141310.74,2194.8283461538463,10656.934251,230.00271917,0.45,neutral
2025-02-24,5616,11223619.59,1998.5077617521367,38470.176242,2097.96443324,0.39672364672364674,neutral
2025-02-25,6246,19414984.36,3108.3868651937237,204762.177034,3186.61506431,0.260646813960935,fear
2025-02-26,1176,4946958.13,4206.597049319727,63229.063129,754.17254667,0.6709183673469388,fear
2025-02-27,890,1999898.43,2247.0768876404495,-36525.167517,512.14597331,0.27752808988764044,fear
2025-02-28,1019,4123660.77,4046.7721000981355,225628.108748,878.39826396,0.3886162904808636,fear
2025-03-01,174,263824.13,1516.230632183908,10596.108968,37.06354539,0.4482758620689655,fear
2025-03-02,532,6460848.74,12144.452518796992,66914.320708,1931.69694201,0.5018796992481203,fear
2025-03-03,1482,8244590.38,5563.151403508772,616413.032233,1040.56404242,0.6153846153846154,fear
2025-03-04,2402,11124247.15,4631.24360949209,182075.566585,2220.33648528,0.25353871773522063,fear
2025-03-05,1660,9193654.22,5538.345915662651,269328.365917,2321.32151085,0.7584337349397591,fear
2025-03-06,760,6765324.96,8901.743368421052,16101.125561,1306.61716326,0.48026315789473684,fear
2025-03-07,2552,19854275.48,7779.888510971787,150236.061627,4916.50104687,0.5223354231974922,fear
2025-03-08,529,892083.51,1686.3582419659735,24700.773359,208.339773,0.5689981096408318,fear
2025-03-09,1422,10419697.99,7327.495070323488,19773.457395,2377.0639268,0.4409282700421941,fear
2025-03-10,2911,16811790.68,5775.263029886637,-10010.027269999999,3488.37247123,0.39745791824115423,fear
2025-03-11,3286,14016952.09,4265.657970176507,-76880.729036,2441.08024204,0.18746195982958003,fear
2025-03-12,3968,18618139.15,4692.071358366935,288105.984215,3658.41357197,0.5645161290322581,fear
2025-03-13,962,3285591.22,3415.375488565489,14114.870873,809.18670717,0.4573804573804574,neutral
2025-03-14,2210,8047187.16,3641.261158371041,68646.160089,1193.48707492,0.8538461538461538,fear
2025-03-15,261,2355749.54,9025.86030651341,78694.624572,574.332888,0.5938697318007663,neutral
2025-03-16,530,10187921.51,19222.49341509434,-7910.943544999999,2442.48300218,0.2320754716981132,fear
2025-03-17,920,3592895.05,3905.320706521739,26163.906513,807.74000798,0.4532608695652174,fear
2025-03-18,834,4050655.47,4856.901043165468,72322.788824,857.936131,0.22541966426858512,fear
2025-03-19,1612,4598813.57,2852.8620161290323,29374.682341,784.4900710184,0.4162531017369727,fear
2025-03-20,771,1652257.93,2143.0063942931256,10246.859436,329.235446,0.4085603112840467,neutral
2025-03-21,698,2543903.39,3644.560730659026,6951.270374,633.46068283,0.5,fear
2025-03-22,535,971809.42,1816.4662056074767,12498.535254,268.83480197,0.4747663551401869,fear
2025-03-23,447,2593519.67,5802.057427293064,14047.421585,597.21601403,0.32662192393736017,fear
2025-03-24,1027,3017587.05,2938.254186952288,107878.961301,531.10535137,0.6153846153846154,neutral
2025-03-25,791,5372519.77,6792.060391908975,32030.90678,1401.35398577,0.3615676359039191,neutral
2025-03-26,3102,7597754.37,2449.30830754352,15802.167427,1796.80351609,0.27111540941328177,neutral
2025-03-27,785,3240279.46,4127.744535031847,58825.359221,714.0241193,0.33375796178343947,fear
2025-03-28,728,1483092.61,2037.2151236263737,21337.179335,389.28339505,0.3173076923076923,fear
2025-03-29,1894,3668151.83,1936.7221911298839,12098.872931,839.84451462,0.3558606124604013,fear
2025-03-30,568,2850874.96,5019.146056338028,15795.11514,759.07175327,0.16549295774647887,fear
2025-03-31,495,2164772.4699999997,4373.277717171717,6978.184557,482.00163111,0.5232323232323233,fear
2025-04-01,192,704445.1900000001,3668.9853645833336,-2202.6622420000003,162.93599482,0.4583333333333333,fear
2025-04-02,1076,3867930.6,3594.7310408921935,202212.740938,1181.2230379,0.8949814126394052,fear
2025-04-03,1748,8670233.15,4960.087614416476,-2365.961276,1337.1188527,0.2974828375286041,fear
2025-04-04,1272,3835545.73,3015.3661399371067,-25515.678949999998,836.063409361,0.38757861635220126,fear
2025-04-05,360,1267564.22,3521.011722222222,35907.33771,282.060344,0.5805555555555556,fear
2025-04-06,1048,3551252.06,3388.59929389313,47053.449272,618.4359126335,0.31679389312977096,fear
2025-04-07,2814,14460253.14,5138.682707889126,34527.370305,2766.5551014029,0.23916133617626156,fear
2025-04-08,943,8869391.4,9405.505196182397,34899.394798,2274.97769106,0.4093319194061506,fear
2025-04-09,3967,28556806.47,7198.589984875221,43120.444797,6111.274358194,0.43055205444920597,fear
2025-04-10,2127,28741953.29,13512.90704748472,158261.822261,6868.556500782,0.5289139633286318,fear
2025-04-11,1096,11319327.07,10327.853166058394,126406.479081,2174.4390780901,0.3357664233576642,fear
2025-04-12,2109,55914617.49,26512.383826458037,410419.694533,11517.596374457,0.2721669037458511,fear
2025-04-13,1321,14171154.79,10727.596358819075,48696.021521,2568.3362202649,0.3618470855412566,neutral
2025-04-14,890,13079972.98,14696.598853932584,45680.443063,2023.157718567,0.42247191011235957,fear
2025-04-15,1131,20752168.24,18348.51303271441,72357.706282,1866.90475939,0.5720601237842617,fear
2025-04-16,1608,36502715.9,22700.69396766169,58631.730257,5997.61790529,0.3401741293532338,fear
2025-04-17,1031,2604551.51,2526.238128031038,5427.919886,519.20873692,0.30358874878758485,fear
2025-04-18,1894,24610650.46,12994.007634635693,4880.4047439999995,4667.32793177,0.5126715945089757,fear
2025-04-19,2786,32706462.71,11739.577426417804,71950.577495,6480.62633269,0.2921751615218952,fear
2025-04-20,1982,12126094.05,6118.110015136226,25060.341936,1887.3296081058,0.3985872855701312,fear
2025-04-21,1718,42104054.84,24507.598859138536,34369.267906999994,6356.09106388,0.3940628637951106,fear
2025-04-22,2998,33753625.24,11258.714222815212,58652.763578,5749.685751,0.2961974649766511,neutral
2025-04-23,6159,30682443.79,4981.72492125345,-419020.225731,7342.08084188,0.324728040266277,greed
2025-04-24,2232,35088918.64,15720.841684587815,50704.395965,7366.5003199353005,0.4135304659498208,greed
2025-04-25,1653,27749455.78,16787.32957047792,20218.859206,6299.0932547382,0.38596491228070173,greed
2025-04-26,1131,11948127.77,10564.215534924844,-4125.753942,2652.30675352,0.1724137931034483,greed
2025-04-27,337,487537.69,1446.6993768545994,2702.067468,55.9267726562,0.3560830860534125,greed
2025-04-28,1379,26124921.49,18944.83066715011,36906.813759,6007.2514035301,0.4169688179840464,neutral
2025-04-29,2243,34089511.66,15198.177289344627,125749.613427,5149.2952871531,0.43201069995541685,greed
2025-04-30,1113,12693878.85,11405.10229110512,14003.797269,2950.1837728755,0.26504941599281223,greed
2025-05-01,1230,10720240.52,8715.642699186992,54536.829297000004,2652.6136779658,0.43089430894308944,neutral
